date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:06	2543/2543	---MC-	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2012:52:06%20GMT	https://www.cplusplus.com/reference/new.cgi?a=set	www.cplusplus.com/reference/newdda8.html	(from https://www.cplusplus.com/reference/set/)
14:52:07	21397/21397	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwchar/WCHAR_MAX/	www.cplusplus.com/reference/cwchar/WCHAR_MAX/index.html	(from https://www.cplusplus.com/reference/cwchar/)
14:52:07	21398/21398	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwchar/WCHAR_MIN/	www.cplusplus.com/reference/cwchar/WCHAR_MIN/index.html	(from https://www.cplusplus.com/reference/cwchar/)
14:52:07	21695/21695	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwchar/WEOF/	www.cplusplus.com/reference/cwchar/WEOF/index.html	(from https://www.cplusplus.com/reference/cwchar/)
14:52:07	22033/22033	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwchar/NULL/	www.cplusplus.com/reference/cwchar/NULL/index.html	(from https://www.cplusplus.com/reference/cwchar/)
14:52:08	2560/2560	---MC-	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2012:52:08%20GMT	https://www.cplusplus.com/reference/edit.cgi?a=set	www.cplusplus.com/reference/editdda8.html	(from https://www.cplusplus.com/reference/set/)
14:52:09	19316/19316	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswalnum/	www.cplusplus.com/reference/cwctype/iswalnum/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:09	19692/19692	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswalpha/	www.cplusplus.com/reference/cwctype/iswalpha/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:09	19349/19349	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswcntrl/	www.cplusplus.com/reference/cwctype/iswcntrl/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:09	20304/20304	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswblank/	www.cplusplus.com/reference/cwctype/iswblank/index.html	(from https://www.cplusplus.com/reference/cwctype/)
